qid,query
463729,What is the wedding trend for 2017
463819,What is your million dollar idea
463857,How do I choose a topic for paper presentation
463932,Which countries have the least respect for copyright laws
464049,Can I play GTA 5 on I 3 processor with 4 gb ram and 200GHz prossesor
464282,Why is Panda Express considered a fast food
464338,What is the DunningKruger Effect
464392,What are the health benefits of eating raw cabbage
464445,Why two wheelers are having petrol engine only and not diesel engine
464516,Would you buy an iPod nano or iPod touch Which one is more worth it
464575,What are some of the best supercars for adrenaline junkies
464771,Why does my butt bleed every time I poop
464804,Is Modi selling India to foreign companies in the name of development
464833,What does Jimmy Wales think about the prime minister of India  Narendra Modi
464876,What is the main goal of a government
464890,How do I tell my parents I need more privacy
464991,Would you vote Peter Thiel for POTUS
465014,How can people vote for Hillary Clinton although she is too disingenuous
465085,Why do you watch Doctor Who
465251,How did the classical mechanics fail
465347,How do Westerners think about Chinese people
465372,What are the ways to make one million dollars
465388,What are some mind blowing facts about United kingdom
465453,Why does palm oil unhealthy
465572,Is there anyone who secured 45 marks in GATE in last 3 months preparation
465665,What are Best books for UP state PCS exam
465808,How does it feel to have a Elder sister
465914,Do women like being gang banged
465966,Why do some people still believe the possibility of time travel
466009,Dress code for interview at Amazon
466147,What is the biggest problem in India Who suffers the most in India
466200,What is coding used for
466741,What is an intuitive explanation of Eulers identity
466771,Do the old people set good examples in society
467012,How can I make AutoCAD as my career
467147,What are the best payment gateways in India
467190,What are the most popular publications in the investment
467218,What should be done after you just buy a used car
467567,Which sunscreen is the best and why
467795,Whats the relationship between law and sociology
467835,What are the differences between learning from reading Quora posts vs reading books
467878,How can we understand the programs in computer science
467941,How has technology changed Italy
467970,My 10 yr old often does things he knows are wrong Is this normal Its not stuff when hes angry through impulse its when he is calm on a normal day
468076,Which is more important career or marriage
468085,What is difference between true love and attraction
468116,What was your experience with LSD
468232,What are some tips to stop your car from overheating
468388,What is the best mistake of your life
468436,Is World Food Programme a good charity Why or why not
468496,How can I change college in 2nd year
468662,Does the files sent through share it have less resolution
468709,Can you make money writing erotica and if so how
468728,What is the difference between a machiavellian and a sociopath
468886,What are the different versions of Visual Studio and what are their differences
469104,Why is gelatin made of pork
469407,How do we memorize anything
469466,What all can I take up after 12th
469536,How do you train a razorhead Pit Bull puppy
469567,What makes a perfect answer
469582,What should I do to be a good translator
469714,Is it possible to get cure my OCD  anxiety completely If so how
